"ID2009","Candidate","State","Constituency_No2009","Position2009","Sex","Party2009","Constituency_Name2009","Vote_Share_Percentage2009","Margin_Percentage2009","ReNominated","ID2014","Candidate2014","Constituency_No2014","Position2014","Party2014","Constituency_Name2014","Vote_Share_Percentage2014","Margin_Percentage2014","PostGraduate","CriminalCase","Moveable","Immoveable"
20020,"LAKSHMAN SINGH","Madhya_Pradesh",20,2,"M","BJP","RAJGARH",45.36,43.62,1,20018,"LAKSHMAN SINGH",18,2,"INC","VIDISHA",28.29,27.28,0,0,15600000,35600000
20021,"SAJJAN SINGH VERMA","Madhya_Pradesh",21,1,"M","INC","DEWAS",48.08,1.97,1,20021,"SAJJAN SINGH VERMA",21,2,"INC","DEWAS",35.43,33.93,1,0,6270225,20500000
20021,"THAVARCHAND GEHLOT","Madhya_Pradesh",21,2,"M","BJP","DEWAS",46.1,44.73,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1919395,2303185
20022,"GUDDU PREMCHAND","Madhya_Pradesh",22,1,"M","INC","UJJAIN",48.97,2.37,0,NA,NA,NA,NA,NA,NA,NA,NA,0,1,6534400,99200000
20022,"DR. SATYANARAYAN JATIYA","Madhya_Pradesh",22,2,"M","BJP","UJJAIN",46.6,45.22,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,733630,2580000
20023,"MEENAKSHI NATRAJAN","Madhya_Pradesh",23,1,"F","INC","MANDSOUR",48.8,4.03,1,20023,"MEENAKSHI NATARAJAN",23,2,"INC","MANDSOUR",33.99,33.11,1,0,1115281,NA
20023,"DR. LAXMINARAYAN PANDEY","Madhya_Pradesh",23,2,"M","BJP","MANDSOUR",44.77,43.37,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,801337,3342000
20024,"KANTILAL BHURIA","Madhya_Pradesh",24,1,"M","INC","RATLAM",48.46,9.05,1,20024,"KANTILAL BHURIA",24,2,"INC","RATLAM",40.41,37.61,1,0,6607164,23200000
20024,"DILEEPSINGH BHURIA","Madhya_Pradesh",24,2,"M","BJP","RATLAM",39.42,35.82,1,20024,"DILEEPSINGH BHURIA",24,1,"BJP","RATLAM",50.43,10.02,0,0,1170000,7500000
20025,"GAJENDRA SINGH RAJUKHEDI","Madhya_Pradesh",25,1,"M","INC","DHAR",46.23,0.41,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,423983,NA
20025,"MUKAM SINGH KIRADE","Madhya_Pradesh",25,2,"M","BJP","DHAR",45.82,43.36,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,4398848,3.1e+07
20026,"SUMITRA MAHAJAN (TAI)","Madhya_Pradesh",26,1,"F","BJP","INDORE",48.77,1.44,1,20026,"SUMITRA MAHAJAN (TAI)",26,1,"BJP","INDORE",64.93,35.46,1,0,1962756,6111250
20026,"SATYNARAYAN PATEL","Madhya_Pradesh",26,2,"M","INC","INDORE",47.33,46.42,1,20026,"SATYANARAYAN PATEL",26,2,"INC","INDORE",29.47,26.8,0,0,8169299,3.8e+08
20027,"MAKANSINGH SOLANKI (BABUJI)","Madhya_Pradesh",27,1,"M","BJP","KHARGONE",46.19,4.49,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6123265,4600000
20027,"BALARAM BACHCHAN","Madhya_Pradesh",27,2,"M","INC","KHARGONE",41.7,37.5,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3232557,17200000
20028,"ARUN SUBHASHCHANDRA YADAV","Madhya_Pradesh",28,1,"M","INC","KHANDWA",48.53,6.04,1,20028,"ARUN SUBHASH CHANDRA YADAV",28,2,"INC","KHANDWA",36.4,35.03,0,0,4e+07,19400000
20028,"NANDKUMAR SING CHAUHAN NANDU BHAIYA","Madhya_Pradesh",28,2,"M","BJP","KHANDWA",42.49,39.57,1,20028,"NANDKUMAR SINGH CHOUHAN (NANDU BHAIYA)",28,1,"BJP","KHANDWA",57.05,20.66,0,0,1483053,10900000
20029,"JYOTI DHURVE","Madhya_Pradesh",29,1,"F","BJP","BETUL",52.62,15.29,1,20029,"JYOTI DHURVE",29,1,"BJP","BETUL",61.43,31.36,1,0,3020000,4115000
20029,"OJHARAM EVANE","Madhya_Pradesh",29,2,"M","INC","BETUL",37.33,35.14,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,760000,5800000
2101,"GAVIT MANIKRAO HODLYA","Maharashtra",1,1,"M","INC","NANDURBAR",36.01,5.33,1,2101,"GAVIT MANIKRAO HODLYA",1,2,"INC","NANDURBAR",42.32,40.42,0,0,5820746,35300000
2101,"GAVIT SHARAD KRUSHNRAO","Maharashtra",1,2,"M","SP","NANDURBAR",30.68,5.1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2643102,4601985
2101,"NATAWADKAR SUHAS JAYANT","Maharashtra",1,3,"M","BJP","NANDURBAR",25.58,21.46,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,3240561,8578546
2102,"SONAWANE PRATAP NARAYANRAO","Maharashtra",2,1,"M","BJP","DHULE",39.3,2.9,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
2102,"AMARISHBHAI RASIKLAL PATEL","Maharashtra",2,2,"M","INC","DHULE",36.4,25.54,1,2102,"AMRISHBHAI RASIKLAL PATEL",2,2,"INC","DHULE",40.56,39.55,0,0,34500000,47500000
2103,"A.T. NANA PATIL","Maharashtra",3,1,"M","BJP","JALGAON",52.34,14.62,1,2103,"A.T. NANA PATIL",3,1,"BJP","JALGAON",65.41,38.73,0,0,1e+07,1.01e+08
2103,"ADV. VASANTRAO JIVANRAO MORE","Maharashtra",3,2,"M","NCP","JALGAON",37.72,34.79,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,4202614,15500000
2104,"HARIBHAU MADHAV JAWALE","Maharashtra",4,1,"M","BJP","RAVER",45.67,3.92,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2784881,5344500
2104,"ADV. RAVINDRA PRALHADRAO PATIL","Maharashtra",4,2,"M","NCP","RAVER",41.75,37.08,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
2105,"JADHAV PRATAPRAO GANPATRAO","Maharashtra",5,1,"M","SHS","BULDHANA",41.46,3.29,1,2105,"JADHAV PRATAPRAO GANPATRAO",5,1,"SHS","BULDHANA",52.03,16.31,0,0,5352820,7850000
2105,"SHINGANE DR.RAJENDRA BHASKARRAO","Maharashtra",5,2,"M","NCP","BULDHANA",38.16,28.58,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6219980,8270644
2106,"DHOTRE SANJAY SHAMRAO","Maharashtra",6,1,"M","BJP","AKOLA",38.91,8.78,1,2106,"DHOTRE SANJAY SHAMRAO",6,1,"BJP","AKOLA",46.65,20.76,0,0,2637203,17200000
2106,"AMBEDKAR PRAKASH YASHWANT","Maharashtra",6,2,"M","BBM","AKOLA",30.13,5.4,1,2106,"AMBEDKAR PRAKASH YASHWANT",6,3,"BBM","AKOLA",24.4,23.58,0,0,1232623,36300000
2106,"BABASAHEB DHABEKAR","Maharashtra",6,3,"M","INC","AKOLA",24.73,21.67,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10400000,14200000
2107,"ADSUL ANANDRAO VITHOBA","Maharashtra",7,1,"M","SHS","AMRAVATI",42.91,8.43,1,2107,"ADSUL ANANDRAO VITHOBA",7,1,"SHS","AMRAVATI",46.53,13.74,0,0,4444123,6535735
2107,"GAWAI RAJENDRA RAMKRUSHNA","Maharashtra",7,2,"M","RPI","AMRAVATI",34.48,25.68,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,3.1e+07,980936
2108,"DATTA MEGHE","Maharashtra",8,1,"M","INC","WARDHA",45.88,12.47,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,46300000,1.87e+08
2108,"SURESH GANPATRAO WAGHMARE","Maharashtra",8,2,"M","BJP","WARDHA",33.41,16.29,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2265000,8600000
2109,"WASNIK MUKUL BALKRISHNA","Maharashtra",9,1,"M","INC","RAMTEK",40.75,2.18,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,800860,2311072
2109,"TUMANE KRUPAL BALAJI","Maharashtra",9,2,"M","SHS","RAMTEK",38.57,30.43,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1823974,1900000
21010,"MUTTEMWAR VILASRAO BABURAOJI","Maharashtra",10,1,"M","INC","NAGPUR",41.72,3.23,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3301949,10900000
21010,"PUROHIT BANWARILAL BHAGWANDAS","Maharashtra",10,2,"M","BJP","NAGPUR",38.49,22.77,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,42300000,28100000
21011,"PATEL PRAFUL MANOHARBHAI","Maharashtra",11,1,"M","NCP","BHANDARA - GONDIYA",47.52,24.44,1,21011,"PATEL PRAFUL MANOHARBHAI",11,2,"NCP","BHANDARA - GONDIYA",38.16,33.91,0,0,NA,NA
21011,"NANABHAU FALGUNRAO PATOLE","Maharashtra",11,2,"M","IND","BHANDARA - GONDIYA",23.08,7.66,1,21011,"NANABHAU FALGUNRAO PATOLE",11,1,"BJP","BHANDARA - GONDIYA",50.63,12.47,0,0,NA,NA
21012,"KOWASE MAROTRAO SAINUJI","Maharashtra",12,1,"M","INC","GADCHIROLI-CHIMUR",38.43,3.41,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1
21012,"ASHOK MAHADEORAO NETE","Maharashtra",12,2,"M","BJP","GADCHIROLI-CHIMUR",35.02,18.8,1,21012,"ASHOK MAHADEORAO NETE",12,1,"BJP","GADCHIROLI-CHIMUR",52.18,23.06,0,1,4029139,10400000
21013,"AHIR HANSARAJ GANGARAM","Maharashtra",13,1,"M","BJP","CHANDRAPUR",33.55,3.62,1,21013,"AHIR HANSRAJ GANGARAM",13,1,"BJP","CHANDRAPUR",45.78,21.29,0,1,10700000,2254000
21013,"PUGALIA NARESH","Maharashtra",13,2,"M","INC","CHANDRAPUR",29.94,11.11,0,NA,NA,NA,NA,NA,NA,NA,NA,0,1,24200000,27700000
21014,"BHAVANA GAWALI (PATIL)","Maharashtra",14,1,"F","SHS","YAVATMAL-WASHIM",45.76,6.78,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
21014,"HARISING RATHOD","Maharashtra",14,2,"M","INC","YAVATMAL-WASHIM",38.98,31.51,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,4317482,7435000
21015,"SUBHASH BAPURAO WANKHEDE","Maharashtra",15,1,"M","SHS","HINGOLI",41.61,9.01,0,NA,NA,NA,NA,NA,NA,NA,NA,0,1,2212000,2210000
21015,"SURYAKANTA JAIWANTRAO PATIL","Maharashtra",15,2,"F","NCP","HINGOLI",32.6,18.98,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2448451,9200000
21016,"KHATGAONKAR PATIL BHASKARRAO BAPURAO","Maharashtra",16,1,"M","INC","NANDED",44.72,9.63,0,NA,NA,NA,NA,NA,NA,NA,NA,0,1,34400000,29600000
21016,"SAMBHAJI  PAWAR","Maharashtra",16,2,"M","BJP","NANDED",35.09,24.15,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,63100000,1.86e+08
21017,"ADV. DUDHGAONKAR GANESHRAO NAGORAO","Maharashtra",17,1,"M","SHS","PARBHANI",44.26,7.51,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,80000
21017,"WARPUDKAR SURESH AMBADASRAO","Maharashtra",17,2,"M","NCP","PARBHANI",36.75,29.33,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,3778000,21600000
21018,"DANVE RAOSAHEB DADARAO","Maharashtra",18,1,"M","BJP","JALNA",44,1.06,1,21018,"DANVE RAOSAHEB DADARAO",18,1,"BJP","JALNA",55.47,19.39,0,1,NA,NA
21018,"DR. KALE KALYAN VAIJINATHRAO","Maharashtra",18,2,"M","INC","JALNA",42.93,38.42,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1708906,20200000
21019,"CHANDRAKANT KHAIRE","Maharashtra",19,1,"M","SHS","AURANGABAD",35,4.52,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3432540,NA
21019,"UTTAMSINGH RAJDHARSINGH PAWAR","Maharashtra",19,2,"M","INC","AURANGABAD",30.48,10.24,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
21019,"SHANTIGIRIJI MOUNGIRIJI MAHARAJ","Maharashtra",19,3,"M","IND","AURANGABAD",20.25,15.78,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,555654,6583500
21020,"CHAVAN HARISHCHANDRA DEORAM","Maharashtra",20,1,"M","BJP","DINDORI",41.26,5.48,1,21020,"CHAVAN HARISHCHANDRA DEORAM",20,1,"BJP","DINDORI",55.95,25.52,0,0,NA,NA
21020,"ZIRWAL NARHARI SITARAM","Maharashtra",20,2,"M","NCP","DINDORI",35.78,20.33,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
21021,"SAMEER  BHUJBAL","Maharashtra",21,1,"M","NCP","NASHIK",36.34,3.35,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2e+07,46600000
21021,"GODSE HEMANT TUKARAM","Maharashtra",21,2,"M","MNS","NASHIK",32.98,8.89,1,21021,"GODSE HEMANT TUKARAM",21,1,"SHS","NASHIK",52.78,19.98,0,0,14500000,4810270
21021,"GAIKWAD DATTA NAMDEO","Maharashtra",21,3,"M","SHS","NASHIK",24.09,21.35,0,NA,NA,NA,NA,NA,NA,NA,NA,0,1,6895062,14700000
21022,"JADHAV BALIRAM SUKUR","Maharashtra",22,1,"M","BVA","PALGHAR",30.47,1.69,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1569057,830000
21022,"ADV. CHINTAMAN VANGA","Maharashtra",22,2,"M","BJP","PALGHAR",28.78,6.87,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,197267,860000
21022,"SHINGDA DAMODAR BARKU","Maharashtra",22,3,"M","INC","PALGHAR",21.92,9.33,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2483953,15300000
21023,"TAWARE SURESH KASHINATH","Maharashtra",23,1,"M","INC","BHIWANDI",31.29,7.08,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2492052,1.07e+08
21023,"PATIL JAGANNATH SHIVRAM","Maharashtra",23,2,"M","BJP","BHIWANDI",24.21,5.88,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6171589,6194470
21024,"ANAND PRAKASH PARANJAPE","Maharashtra",24,1,"M","SHS","KALYAN",39,4.44,1,21024,"ANAND PRAKASH PARANJPE",24,2,"NCP","KALYAN",23.07,8.23,1,0,6445958,5810000
21024,"DAVKHARE VASANT SHANKARRAO","Maharashtra",24,2,"M","NCP","KALYAN",34.56,15.82,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,28300000,45200000
21025,"DR.SANJEEV GANESH NAIK","Maharashtra",25,1,"M","NCP","THANE",40.14,6.54,1,21025,"SANJEEV GANESH NAIK",25,2,"NCP","THANE",29.79,25.16,0,1,49300000,13500000
21025,"CHAUGULE VIJAY LAXMAN","Maharashtra",25,2,"M","SHS","THANE",33.6,15.62,0,NA,NA,NA,NA,NA,NA,NA,NA,0,1,2882795,13800000
21026,"SANJAY BRIJKISHORLAL NIRUPAM","Maharashtra",26,1,"M","INC","MUMBAI NORTH",37.25,0.84,1,21026,"SANJAY BRIJKISHORLAL NIRUPAM",26,2,"INC","MUMBAI NORTH",22.97,19.55,0,0,5487926,16400000
21026,"RAM NAIK","Maharashtra",26,2,"M","BJP","MUMBAI NORTH",36.4,14.87,0,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1.7e+07,12200000
21026,"PARKAR SHIRISH LAXMAN","Maharashtra",26,3,"M","MNS","MUMBAI NORTH",21.53,20.48,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,7336417,1.4e+07
21027,"AD.KAMAT GURUDAS VASANT","Maharashtra",27,1,"M","INC","MUMBAI NORTH WEST",35.91,5.43,1,21027,"KAMAT GURUDAS VASANT",27,2,"INC","MUMBAI NORTH WEST",31.47,24.09,1,0,8e+07,2.6e+07
21027,"GAJANAN KIRTIKAR","Maharashtra",27,2,"M","SHS","MUMBAI NORTH WEST",30.48,12.94,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,9035000,63500000
21028,"SANJAY DINA PATIL","Maharashtra",28,1,"M","NCP","MUMBAI NORTH EAST",31.97,0.44,1,21028,"SANJAY DINA PATIL",28,2,"NCP","MUMBAI NORTH EAST",24.16,15.28,0,0,3723502,9e+05
21028,"KIRIT SOMAIYA","Maharashtra",28,2,"M","BJP","MUMBAI NORTH EAST",31.53,2.31,1,21028,"KIRIT  SOMAIYA",28,1,"BJP","MUMBAI NORTH EAST",60.95,36.8,0,0,35700000,16500000
21028,"SHISHIR SHINDE","Maharashtra",28,3,"M","MNS","MUMBAI NORTH EAST",29.22,25.48,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,7138000,9700000
21029,"DUTT PRIYA SUNIL","Maharashtra",29,1,"F","INC","MUMBAI NORTH CENTRAL",48.05,26.26,1,21029,"DUTT PRIYA SUNIL",29,2,"INC","MUMBAI NORTH CENTRAL",34.52,30.4,0,0,5.3e+07,3.18e+08
21029,"MAHESH RAM JETHMALANI","Maharashtra",29,2,"M","BJP","MUMBAI NORTH CENTRAL",21.79,1.84,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,39200000,2.1e+08
21030,"EKNATH M. GAIKWAD","Maharashtra",30,1,"M","INC","MUMBAI SOUTH CENTRAL",43,12.64,1,21030,"EKNATH M. GAIKWAD",30,2,"INC","MUMBAI SOUTH CENTRAL",31.59,22.08,0,0,3038576,1192000
21030,"SURESH ANANT GAMBHIR","Maharashtra",30,2,"M","SHS","MUMBAI SOUTH CENTRAL",30.36,12.27,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
21031,"DEORA MILIND MURLI","Maharashtra",31,1,"M","INC","MUMBAI   SOUTH",42.46,17.56,1,21031,"DEORA MILIND MURLI",31,2,"INC","MUMBAI   SOUTH",31.55,20.68,0,0,1.72e+08,1
21031,"BALA NANDGAONKAR","Maharashtra",31,2,"M","MNS","MUMBAI   SOUTH",24.9,2.12,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1.3e+07,1.9e+07
21031,"MOHAN RAWALE","Maharashtra",31,3,"M","SHS","MUMBAI   SOUTH",22.78,17.51,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3396960,2386430
21032,"ANANT GEETE","Maharashtra",32,1,"M","SHS","RAIGAD",53.89,19.09,1,21032,"ANANT GEETE",32,1,"SHS","RAIGAD",40.11,0.21,0,0,3555617,5e+06
21032,"BARRISTER A.R. ANTULAY","Maharashtra",32,2,"M","INC","RAIGAD",34.8,29.69,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
21033,"BABAR GAJANAN DHARMSHI","Maharashtra",33,1,"M","SHS","MAVAL",50.84,11.23,0,NA,NA,NA,NA,NA,NA,NA,NA,0,1,9531434,58300000
21033,"PANSARE AZAM FAKEERBHAI","Maharashtra",33,2,"M","NCP","MAVAL",39.61,36.76,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,7.1e+07,1.42e+08
21034,"KALMADI SURESH","Maharashtra",34,1,"M","INC","PUNE",38.11,3.5,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,96500000,31600000
21034,"ANIL SHIROLE","Maharashtra",34,2,"M","BJP","PUNE",34.61,24.28,1,21034,"ANIL SHIROLE",34,1,"BJP","PUNE",57.37,31.79,0,0,NA,NA
21035,"SUPRIYA SULE","Maharashtra",35,1,"F","NCP","BARAMATI",66.46,45.89,1,21035,"SUPRIYA SULE",35,1,"NCP","BARAMATI",48.9,6.54,0,0,4e+08,1.17e+08
21035,"KANTA JAYSING NALAWADE","Maharashtra",35,2,"F","BJP","BARAMATI",20.57,16.5,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1652400,1720000
21036,"ADHALRAO SHIVAJI DATTATRAY","Maharashtra",36,1,"M","SHS","SHIRUR",57.54,21.3,1,21036,"ADHALRAO SHIVAJI DATTATREY",36,1,"SHS","SHIRUR",59.06,27.7,0,0,51000,NA
21036,"VILAS VITHOBA LANDE","Maharashtra",36,2,"M","NCP","SHIRUR",36.24,34.16,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1.29e+08,39400000
21037,"GANDHI DILIPKUMAR MANSUKHLAL","Maharashtra",37,1,"M","BJP","AHMADNAGAR",39.65,5.94,1,21037,"GANDHI DILIPKUMAR MANSUKHLAL",37,1,"BJP","AHMADNAGAR",56.97,19.69,0,1,3055916,2334140
21037,"KARDILE SHIVAJI BHANUDAS","Maharashtra",37,2,"M","NCP","AHMADNAGAR",33.71,14.3,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,4109588,1.9e+07
21038,"WAKCHAURE BHAUSAHEB RAJARAM","Maharashtra",38,1,"M","SHS","SHIRDI",54.21,20,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,8009577,8522188
21038,"ATHAWALE RAMDAS BANDU","Maharashtra",38,2,"M","RPI(A)","SHIRDI",34.22,30.79,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3276960,5367488
21039,"MUNDE GOPINATHRAO PANDURANG","Maharashtra",39,1,"M","BJP","BEED",51.58,13.12,1,21039,"MUNDE GOPINATHRAO PANDURANG",39,1,"BJP","BEED",51.61,11.07,1,1,30900000,37500000
21039,"KOKATE RAMESH BABURAO (ADASKAR)","Maharashtra",39,2,"M","NCP","BEED",38.46,36.1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,1,10400000,11800000
21040,"PATIL PADAMSINHA BAJIRAO","Maharashtra",40,1,"M","NCP","OSMANABAD",44.22,0.73,1,21040,"PATIL PADMASINHA BAJIRAO",40,2,"NCP","OSMANABAD",33.39,30.86,1,1,24200000,48400000
21040,"GAIKWAD RAVINDRA VISHWANATH","Maharashtra",40,2,"M","SHS","OSMANABAD",43.49,40.45,1,21040,"GAIKWAD RAVINDRA VISHWANATH",40,1,"SHS","OSMANABAD",54.35,20.96,1,0,3252810,6023767
21041,"AWALE JAYWANT GANGARAM","Maharashtra",41,1,"M","INC","LATUR",44.96,0.96,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3902696,26600000
21041,"GAIKWAD SUNIL BALIRAM","Maharashtra",41,2,"M","BJP","LATUR",44,39.89,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2487801,NA
21042,"SHINDE SUSHILKUMAR SAMBHAJIRAO","Maharashtra",42,1,"M","INC","SOLAPUR",52.15,13.41,1,21042,"SHINDE SUSHILKUMAR SAMBHAJIRAO",42,2,"INC","SOLAPUR",38.71,36.71,1,0,33500000,52500000
21042,"ADV. BANSODE SHARAD MARUTI","Maharashtra",42,2,"M","BJP","SOLAPUR",38.74,34.65,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1839542,13800000
21043,"PAWAR SHARADCHANDRA GOVINDRAO","Maharashtra",43,1,"M","NCP","MADHA",57.71,34.2,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,51600000,35700000
21043,"DESHMUKH SUBHASH SURESHCHANDRA","Maharashtra",43,2,"M","BJP","MADHA",23.51,12.75,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1.28e+08,4.8e+07
21044,"PRATIK PRAKASHBAPU PATIL","Maharashtra",44,1,"M","INC","SANGLI",48.74,5.12,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,15400000,7439000
21044,"AJITRAO SHANKARRAO GHORPADE","Maharashtra",44,2,"M","IND","SANGLI",43.62,42.1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
21045,"BHONSLE SHRIMANT CHH. UDYANRAJE PRATAPSINHMAHARAJ","Maharashtra",45,1,"M","NCP","SATARA",65.22,36.43,0,NA,NA,NA,NA,NA,NA,NA,NA,0,1,21700000,95600000
21045,"PURUSHOTTAM BAJIRAO JADHAV","Maharashtra",45,2,"M","SHS","SATARA",28.78,25.71,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1.7e+07,69900000
21046,"DR.NILESH NARAYAN RANE","Maharashtra",46,1,"M","INC","RATNAGIRI - SINDHUDURG",49.24,6.5,1,21046,"NILESH NARAYAN RANE",46,2,"INC","RATNAGIRI - SINDHUDURG",38.27,36.81,0,1,NA,NA
21046,"SURESH PRABHAKAR PRABHU","Maharashtra",46,2,"M","SHS","RATNAGIRI - SINDHUDURG",42.74,40.11,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,16500000,750000
21047,"SADASHIVRAO DADOBA MANDLIK","Maharashtra",47,1,"M","IND","KOLHAPUR",41.65,4.36,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2.96e+08,11100000
21047,"CHHATRAPATI SAMBHAJIRAJE SHAHU","Maharashtra",47,2,"M","NCP","KOLHAPUR",37.29,20.48,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,11500000,12300000
21048,"SHETTI RAJU ALIAS DEVAPPA ANNA","Maharashtra",48,1,"M","SWP","HATKANANGLE",49.17,9.72,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2113940,780000
21048,"MANE NIVEDITA SAMBHAJIRAO","Maharashtra",48,2,"F","NCP","HATKANANGLE",39.46,33.83,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3200906,13300000
2201,"DR. THOKCHOM MEINYA","Manipur",1,1,"M","INC","INNER MANIPUR",39.59,5.31,1,2201,"DR. THOKCHOM MEINYA",1,1,"INC","INNER MANIPUR",45.58,14.77,0,0,770800,1210000
2201,"MOIRANGTHEM NARA","Manipur",1,2,"M","CPI","INNER MANIPUR",34.28,16.83,1,2201,"MOIRANGTHEM NARA",1,2,"CPI","INNER MANIPUR",30.81,16.38,0,0,NA,NA
2202,"THANGSO BAITE","Manipur",2,1,"M","INC","OUTER MANIPUR",45.56,15.84,1,2202,"THANGSO BAITE",2,1,"INC","OUTER MANIPUR",38.45,2.03,1,0,327418,1450000
2202,"MANI CHARENAMEI","Manipur",2,2,"M","PDA","OUTER MANIPUR",29.72,17.41,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2785000,30000
2301,"VINCENT H PALA","Meghalaya",1,1,"M","INC","SHILLONG",48.35,22.45,1,2301,"VINCENT H. PALA",1,1,"INC","SHILLONG",33.77,6.51,0,0,38300000,2.29e+08
2301,"JOHN FILMORE KHARSHIING","Meghalaya",1,2,"M","UDP","SHILLONG",25.9,5.58,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,471078,4710000
2301,"P. B. M. BASAIAWMOIT","Meghalaya",1,3,"M","HSPDP","SHILLONG",20.32,18.46,0,NA,NA,NA,NA,NA,NA,NA,NA,0,1,20000,8494200
2302,"AGATHA K. SANGMA","Meghalaya",2,1,"F","NCP","TURA",45.14,5.24,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1644295,5e+06
2302,"DEBORA C. MARAK","Meghalaya",2,2,"F","INC","TURA",39.9,28.15,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,11600000,15300000
2401,"C.L.RUALA","Mizoram",1,1,"M","INC","MIZORAM",65.58,33.42,1,2401,"C. L. RUALA",1,1,"INC","MIZORAM",48.59,1.42,0,0,804186,1250000
2401,"DR. H. LALLUNGMUANA","Mizoram",1,2,"M","IND","MIZORAM",32.16,30.9,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1540000,2500000
2501,"C.M. CHANG","Nagaland",1,1,"M","NPF","NAGALAND",69.96,40.6,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
